Gender,Total Count,Sch_Div
Female,437,William Byrd Middle Roanoke County Public Schools
Male,430,William Byrd Middle Roanoke County Public Schools
Female,223,Central Elementary Rockbridge County Public Schools
Male,208,Central Elementary Rockbridge County Public Schools
Female,113,Fairfield Elementary Rockbridge County Public Schools
Male,128,Fairfield Elementary Rockbridge County Public Schools
Female,282,Maury River Middle Rockbridge County Public Schools
Male,289,Maury River Middle Rockbridge County Public Schools
Female,62,Mountain View Elementary Rockbridge County Public Schools
Male,71,Mountain View Elementary Rockbridge County Public Schools
Female,120,Natural Bridge Elementary Rockbridge County Public Schools
Male,99,Natural Bridge Elementary Rockbridge County Public Schools
Female,504,Rockbridge County High Rockbridge County Public Schools
Male,535,Rockbridge County High Rockbridge County Public Schools
Female,448,Broadway High Rockingham County Public Schools
Male,514,Broadway High Rockingham County Public Schools
Female,322,Cub Run Elementary Rockingham County Public Schools
Male,360,Cub Run Elementary Rockingham County Public Schools
Female,400,East Rockingham High Rockingham County Public Schools
Male,361,East Rockingham High Rockingham County Public Schools
Female,137,Elkton Elementary Rockingham County Public Schools
Male,143,Elkton Elementary Rockingham County Public Schools
Female,274,Elkton Middle Rockingham County Public Schools
Male,319,Elkton Middle Rockingham County Public Schools
Female,68,Fulks Run Elementary Rockingham County Public Schools
Male,62,Fulks Run Elementary Rockingham County Public Schools
Female,319,J. Frank Hillyard Middle Rockingham County Public Schools
Male,325,J. Frank Hillyard Middle Rockingham County Public Schools
Female,245,John C. Myers Elementary Rockingham County Public Schools
Male,246,John C. Myers Elementary Rockingham County Public Schools
Female,249,John W. Wayland Elementary Rockingham County Public Schools
Male,272,John W. Wayland Elementary Rockingham County Public Schools
Female,117,Lacey Spring Elementary Rockingham County Public Schools
Male,124,Lacey Spring Elementary Rockingham County Public Schools
Female,85,Linville-Edom Elementary Rockingham County Public Schools
Male,76,Linville-Edom Elementary Rockingham County Public Schools
Female,103,McGaheysville Elementary Rockingham County Public Schools
Male,134,McGaheysville Elementary Rockingham County Public Schools
Female,307,Montevideo Middle Rockingham County Public Schools
Male,307,Montevideo Middle Rockingham County Public Schools
Female,190,Mountain View Elementary Rockingham County Public Schools
Male,192,Mountain View Elementary Rockingham County Public Schools
Female,82,Ottobine Elementary Rockingham County Public Schools
Male,98,Ottobine Elementary Rockingham County Public Schools
Female,232,Peak View Elementary Rockingham County Public Schools
Male,234,Peak View Elementary Rockingham County Public Schools
Female,213,Plains Elementary Rockingham County Public Schools
Male,225,Plains Elementary Rockingham County Public Schools
Female,91,Pleasant Valley Elementary Rockingham County Public Schools
Male,121,Pleasant Valley Elementary Rockingham County Public Schools
Female,154,River Bend Elementary Rockingham County Public Schools
Male,190,River Bend Elementary Rockingham County Public Schools
Female,146,South River Elementary Rockingham County Public Schools
Male,154,South River Elementary Rockingham County Public Schools
Female,467,Spotswood High Rockingham County Public Schools
Male,484,Spotswood High Rockingham County Public Schools
Other,1,Spotswood High Rockingham County Public Schools
Female,484,Turner Ashby High Rockingham County Public Schools
Male,532,Turner Ashby High Rockingham County Public Schools
Female,341,Wilbur S. Pence Middle Rockingham County Public Schools
Male,362,Wilbur S. Pence Middle Rockingham County Public Schools
Female,72,Belfast Elementary Russell County Public Schools
Male,70,Belfast Elementary Russell County Public Schools
Female,160,Castlewood Elementary Russell County Public Schools
Male,161,Castlewood Elementary Russell County Public Schools
Female,158,Castlewood High Russell County Public Schools
Male,162,Castlewood High Russell County Public Schools
Female,49,Copper Creek Elementary Russell County Public Schools
Male,49,Copper Creek Elementary Russell County Public Schools
Female,278,Honaker Elementary Russell County Public Schools
Male,307,Honaker Elementary Russell County Public Schools
Female,213,Honaker High Russell County Public Schools
Male,248,Honaker High Russell County Public Schools
Female,132,Lebanon Elementary Russell County Public Schools
Male,157,Lebanon Elementary Russell County Public Schools
Female,286,Lebanon High Russell County Public Schools
Male,300,Lebanon High Russell County Public Schools
Female,165,Lebanon Middle Russell County Public Schools
Male,141,Lebanon Middle Russell County Public Schools
Female,122,Lebanon Primary Russell County Public Schools
Male,119,Lebanon Primary Russell County Public Schools
Female,58,Swords Creek Elementary Russell County Public Schools
Male,49,Swords Creek Elementary Russell County Public Schools
Female,404,Andrew Lewis Middle Salem City Public Schools
Male,483,Andrew Lewis Middle Salem City Public Schools
Female,217,East Salem Elementary Salem City Public Schools
Male,220,East Salem Elementary Salem City Public Schools
Female,220,G.W. Carver Elementary Salem City Public Schools
Male,228,G.W. Carver Elementary Salem City Public Schools
Female,589,Salem High Salem City Public Schools
Male,660,Salem High Salem City Public Schools
Female,174,South Salem Elementary Salem City Public Schools
Male,205,South Salem Elementary Salem City Public Schools
Female,199,West Salem Elementary Salem City Public Schools
Male,200,West Salem Elementary Salem City Public Schools
Female,136,Duffield-Pattonsville Primary Scott County Public Schools
Male,146,Duffield-Pattonsville Primary Scott County Public Schools
Female,37,Dungannon Intermediate Scott County Public Schools
Male,31,Dungannon Intermediate Scott County Public Schools
Female,33,Fort Blackmore Primary Scott County Public Schools
Male,29,Fort Blackmore Primary Scott County Public Schools
Female,297,Gate City High Scott County Public Schools
Male,349,Gate City High Scott County Public Schools
Female,157,Gate City Middle Scott County Public Schools
Male,172,Gate City Middle Scott County Public Schools
Female,89,Hilton Elementary Scott County Public Schools
Male,62,Hilton Elementary Scott County Public Schools
Female,111,Nickelsville Elementary Scott County Public Schools
Male,148,Nickelsville Elementary Scott County Public Schools
Female,118,Rye Cove High Scott County Public Schools
Male,136,Rye Cove High Scott County Public Schools
Female,81,Rye Cove Intermediate Scott County Public Schools
Male,107,Rye Cove Intermediate Scott County Public Schools
Female,233,Shoemaker Elementary Scott County Public Schools
Male,276,Shoemaker Elementary Scott County Public Schools
Female,125,Twin Springs High Scott County Public Schools
Male,120,Twin Springs High Scott County Public Schools
Female,166,Weber City Elementary Scott County Public Schools
Male,172,Weber City Elementary Scott County Public Schools
Female,90,Yuma Elementary Scott County Public Schools
Male,116,Yuma Elementary Scott County Public Schools
Female,373,Central High Shenandoah County Public Schools
Male,387,Central High Shenandoah County Public Schools
Female,266,Honey Run Elementary Shenandoah County Public Schools
Male,285,Honey Run Elementary Shenandoah County Public Schools
Female,290,Mountain View High Shenandoah County Public Schools
Male,308,Mountain View High Shenandoah County Public Schools
Other,2,Mountain View High Shenandoah County Public Schools
Female,181,North Fork Middle Shenandoah County Public Schools
Male,169,North Fork Middle Shenandoah County Public Schools
Female,250,Peter Muhlenberg Middle Shenandoah County Public Schools
Male,264,Peter Muhlenberg Middle Shenandoah County Public Schools
Female,422,Sandy Hook Elementary Shenandoah County Public Schools
Male,435,Sandy Hook Elementary Shenandoah County Public Schools
Female,217,Signal Knob Middle Shenandoah County Public Schools
Male,243,Signal Knob Middle Shenandoah County Public Schools
Female,279,Strasburg High Shenandoah County Public Schools
Male,292,Strasburg High Shenandoah County Public Schools
Other,1,Strasburg High Shenandoah County Public Schools
Female,504,W.W. Robinson Elementary Shenandoah County Public Schools
Male,511,W.W. Robinson Elementary Shenandoah County Public Schools
Female,80,Atkins Elementary Smyth County Public Schools
Male,93,Atkins Elementary Smyth County Public Schools
Female,280,Chilhowie Elementary Smyth County Public Schools
Male,278,Chilhowie Elementary Smyth County Public Schools
Female,202,Chilhowie High Smyth County Public Schools
Male,219,Chilhowie High Smyth County Public Schools
Female,138,Chilhowie Middle Smyth County Public Schools
Male,150,Chilhowie Middle Smyth County Public Schools
Other,1,Chilhowie Middle Smyth County Public Schools
Female,161,Marion Elementary Smyth County Public Schools
Male,163,Marion Elementary Smyth County Public Schools
Female,233,Marion Middle Smyth County Public Schools
Male,217,Marion Middle Smyth County Public Schools
Female,305,Marion Senior High Smyth County Public Schools
Male,338,Marion Senior High Smyth County Public Schools
Other,1,Marion Senior High Smyth County Public Schools
Female,108,Northwood High Smyth County Public Schools
Male,134,Northwood High Smyth County Public Schools
Female,75,Northwood Middle Smyth County Public Schools
Male,89,Northwood Middle Smyth County Public Schools
Female,165,Oak Point Elementary Smyth County Public Schools
Male,196,Oak Point Elementary Smyth County Public Schools
Female,65,Rich Valley Elementary Smyth County Public Schools
Male,59,Rich Valley Elementary Smyth County Public Schools
Female,94,Saltville Elementary Smyth County Public Schools
Male,106,Saltville Elementary Smyth County Public Schools
Female,51,Sugar Grove Elementary Smyth County Public Schools
Male,51,Sugar Grove Elementary Smyth County Public Schools
Female,103,Capron Elementary Southampton County Public Schools
Male,90,Capron Elementary Southampton County Public Schools
Female,106,Meherrin Elementary Southampton County Public Schools
Male,131,Meherrin Elementary Southampton County Public Schools
Female,118,Nottoway Elementary Southampton County Public Schools
Male,122,Nottoway Elementary Southampton County Public Schools
Female,249,Riverdale Elementary Southampton County Public Schools
Male,286,Riverdale Elementary Southampton County Public Schools
Female,352,Southampton High Southampton County Public Schools
Male,397,Southampton High Southampton County Public Schools
Female,325,Southampton Middle Southampton County Public Schools
Male,321,Southampton Middle Southampton County Public Schools
Female,333,Battlefield Elementary Spotsylvania County Public Schools
Male,341,Battlefield Elementary Spotsylvania County Public Schools
Female,417,Battlefield Middle Spotsylvania County Public Schools
Male,411,Battlefield Middle Spotsylvania County Public Schools
Female,127,Berkeley Elementary Spotsylvania County Public Schools
Male,150,Berkeley Elementary Spotsylvania County Public Schools
Female,311,Brock Road Elementary Spotsylvania County Public Schools
Male,342,Brock Road Elementary Spotsylvania County Public Schools
Other,1,Brock Road Elementary Spotsylvania County Public Schools
Female,383,Cedar Forest Elementary Spotsylvania County Public Schools
Male,377,Cedar Forest Elementary Spotsylvania County Public Schools
Female,195,Chancellor Elementary Spotsylvania County Public Schools
Male,234,Chancellor Elementary Spotsylvania County Public Schools
Female,666,Chancellor High Spotsylvania County Public Schools
Male,730,Chancellor High Spotsylvania County Public Schools
Other,1,Chancellor High Spotsylvania County Public Schools
Female,411,Chancellor Middle Spotsylvania County Public Schools
Male,447,Chancellor Middle Spotsylvania County Public Schools
Female,363,Courthouse Road Elementary Spotsylvania County Public Schools
Male,401,Courthouse Road Elementary Spotsylvania County Public Schools
Female,233,Courtland Elementary Spotsylvania County Public Schools
Male,269,Courtland Elementary Spotsylvania County Public Schools
Other,1,Courtland Elementary Spotsylvania County Public Schools
Female,751,Courtland High Spotsylvania County Public Schools
Male,797,Courtland High Spotsylvania County Public Schools
Other,2,Courtland High Spotsylvania County Public Schools
Female,366,Freedom Middle Spotsylvania County Public Schools
Male,407,Freedom Middle Spotsylvania County Public Schools
Female,363,Harrison Road Elementary Spotsylvania County Public Schools
Male,351,Harrison Road Elementary Spotsylvania County Public Schools
Female,295,Lee Hill Elementary Spotsylvania County Public Schools
Male,331,Lee Hill Elementary Spotsylvania County Public Schools
Female,197,Livingston Elementary Spotsylvania County Public Schools
Male,204,Livingston Elementary Spotsylvania County Public Schools
Female,808,Massaponax High Spotsylvania County Public Schools
Male,899,Massaponax High Spotsylvania County Public Schools
Other,2,Massaponax High Spotsylvania County Public Schools
Female,355,Ni River Middle Spotsylvania County Public Schools
Male,361,Ni River Middle Spotsylvania County Public Schools
Other,2,Ni River Middle Spotsylvania County Public Schools
Female,478,Parkside Elementary Spotsylvania County Public Schools
Male,471,Parkside Elementary Spotsylvania County Public Schools
Female,327,Post Oak Middle Spotsylvania County Public Schools
Male,370,Post Oak Middle Spotsylvania County Public Schools
Female,933,Riverbend High Spotsylvania County Public Schools
Male,989,Riverbend High Spotsylvania County Public Schools
Female,309,Riverview Elementary Spotsylvania County Public Schools
Male,348,Riverview Elementary Spotsylvania County Public Schools
Female,277,Salem Elementary Spotsylvania County Public Schools
Male,314,Salem Elementary Spotsylvania County Public Schools
Female,290,Smith Station Elementary Spotsylvania County Public Schools
Male,390,Smith Station Elementary Spotsylvania County Public Schools
Female,239,Spotswood Elementary Spotsylvania County Public Schools
Male,274,Spotswood Elementary Spotsylvania County Public Schools
Female,256,Spotsylvania Elementary Spotsylvania County Public Schools
Male,303,Spotsylvania Elementary Spotsylvania County Public Schools
Female,620,Spotsylvania High Spotsylvania County Public Schools
Male,686,Spotsylvania High Spotsylvania County Public Schools
Other,1,Spotsylvania High Spotsylvania County Public Schools
Female,472,Spotsylvania Middle Spotsylvania County Public Schools
Male,498,Spotsylvania Middle Spotsylvania County Public Schools
Other,2,Spotsylvania Middle Spotsylvania County Public Schools
Female,324,Thornburg Middle Spotsylvania County Public Schools
Male,348,Thornburg Middle Spotsylvania County Public Schools
Female,291,Wilderness Elementary Spotsylvania County Public Schools
Male,349,Wilderness Elementary Spotsylvania County Public Schools
Female,429,Andrew G. Wright Middle Stafford County Public Schools
Male,457,Andrew G. Wright Middle Stafford County Public Schools
Other,1,Andrew G. Wright Middle Stafford County Public Schools
Female,412,Anne E. Moncure Elementary Stafford County Public Schools
Male,446,Anne E. Moncure Elementary Stafford County Public Schools
Female,351,Anthony Burns Elementary Stafford County Public Schools
Male,353,Anthony Burns Elementary Stafford County Public Schools
Female,996,Brooke Point High Stafford County Public Schools
Male,"1,053",Brooke Point High Stafford County Public Schools
Other,6,Brooke Point High Stafford County Public Schools
Female,"1,011",Colonial Forge High Stafford County Public Schools
Male,986,Colonial Forge High Stafford County Public Schools
Other,2,Colonial Forge High Stafford County Public Schools
Female,479,Conway Elementary Stafford County Public Schools
Male,462,Conway Elementary Stafford County Public Schools
Other,1,Conway Elementary Stafford County Public Schools
Female,390,Donald B. Dixon-Lyle R. Smith Middle Stafford County Public Schools
Male,427,Donald B. Dixon-Lyle R. Smith Middle Stafford County Public Schools
Other,1,Donald B. Dixon-Lyle R. Smith Middle Stafford County Public Schools
Female,304,Edward E. Drew Jr. Middle Stafford County Public Schools
Male,332,Edward E. Drew Jr. Middle Stafford County Public Schools
Female,311,Falmouth Elementary Stafford County Public Schools
Male,303,Falmouth Elementary Stafford County Public Schools
Female,314,Ferry Farm Elementary Stafford County Public Schools
Male,303,Ferry Farm Elementary Stafford County Public Schools
Other,1,Ferry Farm Elementary Stafford County Public Schools
Female,278,Garrisonville Elementary Stafford County Public Schools
Male,277,Garrisonville Elementary Stafford County Public Schools
Female,356,Grafton Village Elementary Stafford County Public Schools
Male,361,Grafton Village Elementary Stafford County Public Schools
Female,473,H.H. Poole Middle Stafford County Public Schools
Male,524,H.H. Poole Middle Stafford County Public Schools
Female,423,Hampton Oaks Elementary Stafford County Public Schools
Male,444,Hampton Oaks Elementary Stafford County Public Schools
Female,286,Hartwood Elementary Stafford County Public Schools
Male,304,Hartwood Elementary Stafford County Public Schools
Female,375,Kate Waller Barrett Elementary Stafford County Public Schools
Male,402,Kate Waller Barrett Elementary Stafford County Public Schools
Female,384,Margaret Brent Elementary Stafford County Public Schools
Male,417,Margaret Brent Elementary Stafford County Public Schools
Female,"1,036",Mountain View High Stafford County Public Schools
Male,"1,110",Mountain View High Stafford County Public Schools
Female,895,North Stafford High Stafford County Public Schools
Male,969,North Stafford High Stafford County Public Schools
Other,1,North Stafford High Stafford County Public Schools
Female,111,North Star Early Childhood Education Center Stafford County Public Schools
Male,139,North Star Early Childhood Education Center Stafford County Public Schools
Other,1,North Star Early Childhood Education Center Stafford County Public Schools
Female,451,Park Ridge Elementary Stafford County Public Schools
Male,524,Park Ridge Elementary Stafford County Public Schools
Female,111,Rising Star Early Childhood Education Center at Melchers Stafford County Public Schools
Male,161,Rising Star Early Childhood Education Center at Melchers Stafford County Public Schools
Other,1,Rising Star Early Childhood Education Center at Melchers Stafford County Public Schools
Female,308,Rockhill Elementary Stafford County Public Schools
Male,331,Rockhill Elementary Stafford County Public Schools
Female,423,Rocky Run Elementary Stafford County Public Schools
Male,463,Rocky Run Elementary Stafford County Public Schools
Female,487,Rodney E. Thompson Middle Stafford County Public Schools
Male,508,Rodney E. Thompson Middle Stafford County Public Schools
Other,1,Rodney E. Thompson Middle Stafford County Public Schools
Female,502,Shirley C. Heim Middle Stafford County Public Schools
Male,495,Shirley C. Heim Middle Stafford County Public Schools
Other,1,Shirley C. Heim Middle Stafford County Public Schools
Female,316,Stafford Elementary Stafford County Public Schools
Male,388,Stafford Elementary Stafford County Public Schools
Female,455,Stafford Middle Stafford County Public Schools
Male,451,Stafford Middle Stafford County Public Schools
Other,1,Stafford Middle Stafford County Public Schools
Female,986,Stafford Senior High Stafford County Public Schools
Male,"1,075",Stafford Senior High Stafford County Public Schools
Other,1,Stafford Senior High Stafford County Public Schools
Female,466,T. Benton Gayle Middle Stafford County Public Schools
Male,480,T. Benton Gayle Middle Stafford County Public Schools
Other,2,T. Benton Gayle Middle Stafford County Public Schools
Female,300,Widewater Elementary Stafford County Public Schools
Male,293,Widewater Elementary Stafford County Public Schools
Female,386,Winding Creek Elementary Stafford County Public Schools
Male,409,Winding Creek Elementary Stafford County Public Schools
Female,176,Arthur R. Ware Elementary Staunton City Public Schools
Male,216,Arthur R. Ware Elementary Staunton City Public Schools
Female,194,Bessie Weller Elementary Staunton City Public Schools
Male,176,Bessie Weller Elementary Staunton City Public Schools
Female,287,Shelburne Middle Staunton City Public Schools
Male,312,Shelburne Middle Staunton City Public Schools
Female,53,Staunton City School PreSchool Programs Staunton City Public Schools
Male,61,Staunton City School PreSchool Programs Staunton City Public Schools
Female,407,Staunton High Staunton City Public Schools
Male,433,Staunton High Staunton City Public Schools
Female,204,Thomas C. McSwain Elementary Staunton City Public Schools
Male,221,Thomas C. McSwain Elementary Staunton City Public Schools
Female,172,Booker T. Washington Elementary Suffolk City Public Schools
Male,173,Booker T. Washington Elementary Suffolk City Public Schools
Female,383,Colonel Fred Cherry Middle Suffolk City Public Schools
Male,376,Colonel Fred Cherry Middle Suffolk City Public Schools
Female,338,Creekside Elementary Suffolk City Public Schools
Male,389,Creekside Elementary Suffolk City Public Schools
Female,267,Elephant's Fork Elementary Suffolk City Public Schools
Male,264,Elephant's Fork Elementary Suffolk City Public Schools
Female,359,Florence Bowser Elementary Suffolk City Public Schools
Male,405,Florence Bowser Elementary Suffolk City Public Schools
Female,215,Forest Glen Middle Suffolk City Public Schools
Male,222,Forest Glen Middle Suffolk City Public Schools
Female,351,Hillpoint Elementary Suffolk City Public Schools
Male,369,Hillpoint Elementary Suffolk City Public Schools
Female,233,John F. Kennedy Middle Suffolk City Public Schools
Male,278,John F. Kennedy Middle Suffolk City Public Schools
Female,235,John Yeates Middle Suffolk City Public Schools
Male,245,John Yeates Middle Suffolk City Public Schools
Female,229,Kilby Shores Elementary Suffolk City Public Schools
Male,249,Kilby Shores Elementary Suffolk City Public Schools
Female,810,King's Fork High Suffolk City Public Schools
Male,865,King's Fork High Suffolk City Public Schools
Female,502,King's Fork Middle Suffolk City Public Schools
Male,556,King's Fork Middle Suffolk City Public Schools
Female,571,Lakeland High Suffolk City Public Schools
Male,514,Lakeland High Suffolk City Public Schools
Female,317,Mack Benn Jr. Elementary Suffolk City Public Schools
Male,321,Mack Benn Jr. Elementary Suffolk City Public Schools
Female,188,Nansemond Parkway Elementary Suffolk City Public Schools
Male,208,Nansemond Parkway Elementary Suffolk City Public Schools
Female,824,Nansemond River High Suffolk City Public Schools
Male,838,Nansemond River High Suffolk City Public Schools
Female,354,Northern Shores Elementary Suffolk City Public Schools
Male,422,Northern Shores Elementary Suffolk City Public Schools
Female,208,Oakland Elementary Suffolk City Public Schools
Male,250,Oakland Elementary Suffolk City Public Schools
Female,276,Southwestern Elementary Suffolk City Public Schools
Male,272,Southwestern Elementary Suffolk City Public Schools
Female,77,Luther P. Jackson Middle Surry County Public Schools
Male,110,Luther P. Jackson Middle Surry County Public Schools
Other,2,Luther P. Jackson Middle Surry County Public Schools
Female,110,Surry County High Surry County Public Schools
Male,118,Surry County High Surry County Public Schools
Female,112,Surry Elementary Surry County Public Schools
Male,128,Surry Elementary Surry County Public Schools
Female,202,Sussex Central Elementary Sussex County Public Schools
Male,237,Sussex Central Elementary Sussex County Public Schools
Female,155,Sussex Central High Sussex County Public Schools
Male,157,Sussex Central High Sussex County Public Schools
Female,98,Sussex Central Middle Sussex County Public Schools
Male,126,Sussex Central Middle Sussex County Public Schools
Female,77,Abb's Valley-Boissevain Elementary Tazewell County Public Schools
Male,79,Abb's Valley-Boissevain Elementary Tazewell County Public Schools
Female,178,Cedar Bluff Elementary Tazewell County Public Schools
Male,217,Cedar Bluff Elementary Tazewell County Public Schools
Female,179,Dudley Primary Tazewell County Public Schools
Male,161,Dudley Primary Tazewell County Public Schools
Female,224,Graham High Tazewell County Public Schools
Male,287,Graham High Tazewell County Public Schools
Other,2,Graham High Tazewell County Public Schools
Female,122,Graham Intermediate Tazewell County Public Schools
Male,134,Graham Intermediate Tazewell County Public Schools
Female,190,Graham Middle Tazewell County Public Schools
Male,199,Graham Middle Tazewell County Public Schools
Female,301,Richlands Elementary Tazewell County Public Schools
Male,279,Richlands Elementary Tazewell County Public Schools
Female,330,Richlands High Tazewell County Public Schools
Male,350,Richlands High Tazewell County Public Schools
Female,227,Richlands Middle Tazewell County Public Schools
Male,238,Richlands Middle Tazewell County Public Schools
Female,251,Tazewell High Tazewell County Public Schools
Male,263,Tazewell High Tazewell County Public Schools
Female,159,Tazewell Intermediate Tazewell County Public Schools
Male,196,Tazewell Intermediate Tazewell County Public Schools
Female,180,Tazewell Middle Tazewell County Public Schools
Male,186,Tazewell Middle Tazewell County Public Schools
Female,204,Tazewell Primary Tazewell County Public Schools
Male,207,Tazewell Primary Tazewell County Public Schools
Female,299,Alanton Elementary Virginia Beach City Public Schools
Male,300,Alanton Elementary Virginia Beach City Public Schools
Other,1,Alanton Elementary Virginia Beach City Public Schools
Female,257,Arrowhead Elementary Virginia Beach City Public Schools
Male,262,Arrowhead Elementary Virginia Beach City Public Schools
Female,171,Bayside 6th Grade Campus Virginia Beach City Public Schools
Male,177,Bayside 6th Grade Campus Virginia Beach City Public Schools
Female,229,Bayside Elementary Virginia Beach City Public Schools
Male,259,Bayside Elementary Virginia Beach City Public Schools
Other,1,Bayside Elementary Virginia Beach City Public Schools
Female,989,Bayside High Virginia Beach City Public Schools
Male,956,Bayside High Virginia Beach City Public Schools
Other,1,Bayside High Virginia Beach City Public Schools
Female,394,Bayside Middle Virginia Beach City Public Schools
Male,370,Bayside Middle Virginia Beach City Public Schools
Female,287,Birdneck Elementary Virginia Beach City Public Schools
Male,335,Birdneck Elementary Virginia Beach City Public Schools
Female,516,Brandon Middle Virginia Beach City Public Schools
Male,568,Brandon Middle Virginia Beach City Public Schools
Other,1,Brandon Middle Virginia Beach City Public Schools
Female,255,Brookwood Elementary Virginia Beach City Public Schools
Male,313,Brookwood Elementary Virginia Beach City Public Schools
Female,284,Centerville Elementary Virginia Beach City Public Schools
Male,338,Centerville Elementary Virginia Beach City Public Schools
Female,316,Christopher Farms Elementary Virginia Beach City Public Schools
Male,341,Christopher Farms Elementary Virginia Beach City Public Schools
Female,247,College Park Elementary Virginia Beach City Public Schools
Male,241,College Park Elementary Virginia Beach City Public Schools
Female,185,Corporate Landing Elementary Virginia Beach City Public Schools
Male,217,Corporate Landing Elementary Virginia Beach City Public Schools
Female,525,Corporate Landing Middle Virginia Beach City Public Schools
Male,540,Corporate Landing Middle Virginia Beach City Public Schools
Other,3,Corporate Landing Middle Virginia Beach City Public Schools
Female,140,Creeds Elementary Virginia Beach City Public Schools
Male,167,Creeds Elementary Virginia Beach City Public Schools
Female,263,Diamond Springs Elementary Virginia Beach City Public Schools
Male,264,Diamond Springs Elementary Virginia Beach City Public Schools
Female,244,Fairfield Elementary Virginia Beach City Public Schools
Male,268,Fairfield Elementary Virginia Beach City Public Schools
Female,902,First Colonial High Virginia Beach City Public Schools
Male,905,First Colonial High Virginia Beach City Public Schools
Female,927,Floyd Kellam High Virginia Beach City Public Schools
Male,978,Floyd Kellam High Virginia Beach City Public Schools
Other,2,Floyd Kellam High Virginia Beach City Public Schools
Female,822,Frank W. Cox High Virginia Beach City Public Schools
Male,893,Frank W. Cox High Virginia Beach City Public Schools
Other,5,Frank W. Cox High Virginia Beach City Public Schools
Female,458,Glenwood Elementary Virginia Beach City Public Schools
Male,511,Glenwood Elementary Virginia Beach City Public Schools
Female,533,Great Neck Middle Virginia Beach City Public Schools
Male,543,Great Neck Middle Virginia Beach City Public Schools
Other,2,Great Neck Middle Virginia Beach City Public Schools
Female,222,Green Run Collegiate Virginia Beach City Public Schools
Male,178,Green Run Collegiate Virginia Beach City Public Schools
Female,152,Green Run Elementary Virginia Beach City Public Schools
Male,164,Green Run Elementary Virginia Beach City Public Schools
Female,664,Green Run High Virginia Beach City Public Schools
Male,806,Green Run High Virginia Beach City Public Schools
Other,1,Green Run High Virginia Beach City Public Schools
Female,235,Hermitage Elementary Virginia Beach City Public Schools
Male,262,Hermitage Elementary Virginia Beach City Public Schools
Female,238,Holland Elementary Virginia Beach City Public Schools
Male,221,Holland Elementary Virginia Beach City Public Schools
Female,547,Independence Middle Virginia Beach City Public Schools
Male,650,Independence Middle Virginia Beach City Public Schools
Other,3,Independence Middle Virginia Beach City Public Schools
Female,257,Indian Lakes Elementary Virginia Beach City Public Schools
Male,300,Indian Lakes Elementary Virginia Beach City Public Schools
Female,351,John B. Dey Elementary Virginia Beach City Public Schools
Male,399,John B. Dey Elementary Virginia Beach City Public Schools
Female,217,Kempsville Elementary Virginia Beach City Public Schools
Male,223,Kempsville Elementary Virginia Beach City Public Schools
Female,914,Kempsville High Virginia Beach City Public Schools
Male,"1,020",Kempsville High Virginia Beach City Public Schools
Other,2,Kempsville High Virginia Beach City Public Schools
Female,237,Kempsville Meadows Elementary Virginia Beach City Public Schools
Male,232,Kempsville Meadows Elementary Virginia Beach City Public Schools
Female,367,Kempsville Middle Virginia Beach City Public Schools
Male,420,Kempsville Middle Virginia Beach City Public Schools
Female,243,King's Grant Elementary Virginia Beach City Public Schools
Male,256,King's Grant Elementary Virginia Beach City Public Schools
Female,250,Kingston Elementary Virginia Beach City Public Schools
Male,242,Kingston Elementary Virginia Beach City Public Schools
Female,315,Landstown Elementary Virginia Beach City Public Schools
Male,400,Landstown Elementary Virginia Beach City Public Schools
Female,957,Landstown High Virginia Beach City Public Schools
Male,"1,240",Landstown High Virginia Beach City Public Schools
Female,660,Landstown Middle Virginia Beach City Public Schools
Male,688,Landstown Middle Virginia Beach City Public Schools
Other,1,Landstown Middle Virginia Beach City Public Schools
Female,757,Larkspur Middle Virginia Beach City Public Schools
Male,796,Larkspur Middle Virginia Beach City Public Schools
Female,244,Linkhorn Park Elementary Virginia Beach City Public Schools
Male,268,Linkhorn Park Elementary Virginia Beach City Public Schools
Female,228,Luxford Elementary Virginia Beach City Public Schools
Male,237,Luxford Elementary Virginia Beach City Public Schools
Female,177,Lynnhaven Elementary Virginia Beach City Public Schools
Male,188,Lynnhaven Elementary Virginia Beach City Public Schools
Female,460,Lynnhaven Middle Virginia Beach City Public Schools
Male,483,Lynnhaven Middle Virginia Beach City Public Schools
Other,3,Lynnhaven Middle Virginia Beach City Public Schools
Female,163,Malibu Elementary Virginia Beach City Public Schools
Male,209,Malibu Elementary Virginia Beach City Public Schools
Female,384,New Castle Elementary Virginia Beach City Public Schools
Male,316,New Castle Elementary Virginia Beach City Public Schools
Female,218,Newtown Elementary Virginia Beach City Public Schools
Male,209,Newtown Elementary Virginia Beach City Public Schools
Female,228,North Landing Elementary Virginia Beach City Public Schools
Male,225,North Landing Elementary Virginia Beach City Public Schools
Female,285,Ocean Lakes Elementary Virginia Beach City Public Schools
Male,296,Ocean Lakes Elementary Virginia Beach City Public Schools
Female,921,Ocean Lakes High Virginia Beach City Public Schools
Male,"1,057",Ocean Lakes High Virginia Beach City Public Schools
Other,1,Ocean Lakes High Virginia Beach City Public Schools
Female,615,Old Donation School Virginia Beach City Public Schools
Male,689,Old Donation School Virginia Beach City Public Schools
Other,2,Old Donation School Virginia Beach City Public Schools
Female,238,Parkway Elementary Virginia Beach City Public Schools
Male,227,Parkway Elementary Virginia Beach City Public Schools
