Sch_Div,Disadvantaged,Total Count
Rose Hill Elementary Fairfax County Public Schools,Y,256
Rose Hill Elementary Lee County Public Schools,N,80
Rose Hill Elementary Lee County Public Schools,Y,146
Rosemont Elementary Virginia Beach City Public Schools,N,164
Rosemont Elementary Virginia Beach City Public Schools,Y,266
Rosemont Forest Elementary Virginia Beach City Public Schools,N,364
Rosemont Forest Elementary Virginia Beach City Public Schools,Y,159
Round Hill Elementary Loudoun County Public Schools,N,488
Round Hill Elementary Loudoun County Public Schools,Y,60
Round Hill Elementary Roanoke City Public Schools,N,239
Round Hill Elementary Roanoke City Public Schools,Y,506
Ruby F. Carver Elementary Henrico County Public Schools,N,233
Ruby F. Carver Elementary Henrico County Public Schools,Y,237
Ruckersville Elementary Greene County Public Schools,N,310
Ruckersville Elementary Greene County Public Schools,Y,218
Rural Point Elementary Hanover County Public Schools,N,491
Rural Point Elementary Hanover County Public Schools,Y,66
Rural Retreat Elementary Wythe County Public Schools,N,165
Rural Retreat Elementary Wythe County Public Schools,Y,174
Rural Retreat High Wythe County Public Schools,N,189
Rural Retreat High Wythe County Public Schools,Y,132
Rural Retreat Middle Wythe County Public Schools,N,124
Rural Retreat Middle Wythe County Public Schools,Y,103
Rustburg Elementary Campbell County Public Schools,N,169
Rustburg Elementary Campbell County Public Schools,Y,269
Rustburg High Campbell County Public Schools,N,469
Rustburg High Campbell County Public Schools,Y,336
Rustburg Middle Campbell County Public Schools,N,295
Rustburg Middle Campbell County Public Schools,Y,310
Rye Cove High Scott County Public Schools,Y,254
Rye Cove Intermediate Scott County Public Schools,Y,188
S. Gordon Stewart Middle Augusta County Public Schools,N,289
S. Gordon Stewart Middle Augusta County Public Schools,Y,221
S.P. Morton Elementary Franklin City Public Schools,N,90
S.P. Morton Elementary Franklin City Public Schools,Y,375
Salem Church Elementary Chesterfield County Public Schools,N,218
Salem Church Elementary Chesterfield County Public Schools,Y,300
Salem Church Middle Chesterfield County Public Schools,N,407
Salem Church Middle Chesterfield County Public Schools,Y,484
Salem Elementary Spotsylvania County Public Schools,N,248
Salem Elementary Spotsylvania County Public Schools,Y,343
Salem Elementary Virginia Beach City Public Schools,N,345
Salem Elementary Virginia Beach City Public Schools,Y,190
Salem High Salem City Public Schools,N,810
Salem High Salem City Public Schools,Y,439
Salem High Virginia Beach City Public Schools,N,"1,023"
Salem High Virginia Beach City Public Schools,Y,641
Salem Middle Virginia Beach City Public Schools,N,698
Salem Middle Virginia Beach City Public Schools,Y,417
Saltville Elementary Smyth County Public Schools,N,55
Saltville Elementary Smyth County Public Schools,Y,145
Samuel L. Gravely Jr. Elementary Prince William County Public Schools,N,696
Samuel L. Gravely Jr. Elementary Prince William County Public Schools,Y,112
Samuel P. Langley Elementary Hampton City Public Schools,N,314
Samuel P. Langley Elementary Hampton City Public Schools,Y,161
Samuel W. Tucker Elementary Alexandria City Public Schools,N,403
Samuel W. Tucker Elementary Alexandria City Public Schools,Y,328
Sandburg Middle Fairfax County Public Schools,N,777
Sandburg Middle Fairfax County Public Schools,Y,744
Sanders Corner Elementary Loudoun County Public Schools,N,375
Sanders Corner Elementary Loudoun County Public Schools,Y,85
Sandlick Elementary Dickenson County Public Schools,N,219
Sandlick Elementary Dickenson County Public Schools,Y,155
Sandston Elementary Henrico County Public Schools,N,59
Sandston Elementary Henrico County Public Schools,Y,127
Sandusky Elementary Lynchburg City Public Schools,N,130
Sandusky Elementary Lynchburg City Public Schools,Y,208
Sandusky Middle Lynchburg City Public Schools,N,177
Sandusky Middle Lynchburg City Public Schools,Y,371
Sandy Hook Elementary Shenandoah County Public Schools,N,448
Sandy Hook Elementary Shenandoah County Public Schools,Y,409
Sangster Elementary Fairfax County Public Schools,N,849
Sangster Elementary Fairfax County Public Schools,Y,35
Sanville Elementary Henry County Public Schools,N,54
Sanville Elementary Henry County Public Schools,Y,174
Saratoga Elementary Fairfax County Public Schools,N,343
Saratoga Elementary Fairfax County Public Schools,Y,257
Schoolfield Elementary Danville City Public Schools,N,454
Schoolfield Elementary Danville City Public Schools,Y,50
Scott Memorial Middle Wythe County Public Schools,N,159
Scott Memorial Middle Wythe County Public Schools,Y,161
Scottsburg Elementary Halifax County Public Schools,N,91
Scottsburg Elementary Halifax County Public Schools,Y,123
Scottsville Elementary Albemarle County Public Schools,N,117
Scottsville Elementary Albemarle County Public Schools,Y,99
Seaford Elementary York County Public Schools,N,462
Seaford Elementary York County Public Schools,Y,92
Sealston Elementary King George County Public Schools,N,570
Sealston Elementary King George County Public Schools,Y,165
Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools,N,91
Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools,Y,278
Sedgefield Elementary Newport News City Public Schools,N,132
Sedgefield Elementary Newport News City Public Schools,Y,313
Seldens Landing Elementary Loudoun County Public Schools,N,496
Seldens Landing Elementary Loudoun County Public Schools,Y,84
Seneca Ridge Middle Loudoun County Public Schools,N,590
Seneca Ridge Middle Loudoun County Public Schools,Y,413
Seven Pines Elementary Henrico County Public Schools,N,123
Seven Pines Elementary Henrico County Public Schools,Y,244
Sewells Point Elementary Norfolk City Public Schools,N,409
Sewells Point Elementary Norfolk City Public Schools,Y,97
Shady Grove Elementary Henrico County Public Schools,N,546
Shady Grove Elementary Henrico County Public Schools,Y,43
Sharon C. McAuliffe Elementary Prince William County Public Schools,N,174
Sharon C. McAuliffe Elementary Prince William County Public Schools,Y,243
Sharon Elementary Alleghany County Public Schools,N,114
Sharon Elementary Alleghany County Public Schools,Y,77
Shawsville Middle Montgomery County Public Schools,N,84
Shawsville Middle Montgomery County Public Schools,Y,128
Sheffey Elementary Wythe County Public Schools,N,132
Sheffey Elementary Wythe County Public Schools,Y,119
Sheffield Elementary Lynchburg City Public Schools,N,160
Sheffield Elementary Lynchburg City Public Schools,Y,291
Shelburne Middle Staunton City Public Schools,N,362
Shelburne Middle Staunton City Public Schools,Y,237
Shelton Park Elementary Virginia Beach City Public Schools,N,237
Shelton Park Elementary Virginia Beach City Public Schools,Y,184
Shenandoah Elementary Page County Public Schools,N,145
Shenandoah Elementary Page County Public Schools,Y,162
Sherando High Frederick County Public Schools,N,"1,040"
Sherando High Frederick County Public Schools,Y,562
Sherman Elementary Fairfax County Public Schools,N,329
Sherman Elementary Fairfax County Public Schools,Y,21
Sherwood Forest Elementary Norfolk City Public Schools,N,144
Sherwood Forest Elementary Norfolk City Public Schools,Y,306
Shirley C. Heim Middle Stafford County Public Schools,N,639
Shirley C. Heim Middle Stafford County Public Schools,Y,359
Shoemaker Elementary Scott County Public Schools,Y,509
Short Pump Elementary Henrico County Public Schools,N,464
Short Pump Elementary Henrico County Public Schools,Y,92
Short Pump Middle Henrico County Public Schools,N,978
Short Pump Middle Henrico County Public Schools,Y,147
Shrevewood Elementary Fairfax County Public Schools,N,491
Shrevewood Elementary Fairfax County Public Schools,Y,188
Signal Hill Elementary Prince William County Public Schools,N,495
Signal Hill Elementary Prince William County Public Schools,Y,256
Signal Knob Middle Shenandoah County Public Schools,N,265
Signal Knob Middle Shenandoah County Public Schools,Y,195
Silverbrook Elementary Fairfax County Public Schools,N,721
Silverbrook Elementary Fairfax County Public Schools,Y,67
Simonsdale Elementary Portsmouth City Public Schools,N,293
Simonsdale Elementary Portsmouth City Public Schools,Y,293
Sinai Elementary Halifax County Public Schools,N,44
Sinai Elementary Halifax County Public Schools,Y,133
Skipwith Elementary Henrico County Public Schools,N,199
Skipwith Elementary Henrico County Public Schools,Y,296
Skyline High Warren County Public Schools,N,487
Skyline High Warren County Public Schools,Y,394
Skyline Middle Harrisonburg City Public Schools,N,287
Skyline Middle Harrisonburg City Public Schools,Y,444
Skyline Middle Warren County Public Schools,N,272
Skyline Middle Warren County Public Schools,Y,312
Sleepy Hollow Elementary Fairfax County Public Schools,N,165
Sleepy Hollow Elementary Fairfax County Public Schools,Y,276
Smart's Mill Middle Loudoun County Public Schools,N,610
Smart's Mill Middle Loudoun County Public Schools,Y,312
Smith Station Elementary Spotsylvania County Public Schools,N,363
Smith Station Elementary Spotsylvania County Public Schools,Y,317
Smithfield High Isle of Wight County Public Schools,N,975
Smithfield High Isle of Wight County Public Schools,Y,363
Smithfield Middle Isle of Wight County Public Schools,N,419
Smithfield Middle Isle of Wight County Public Schools,Y,205
Smithland Elementary Harrisonburg City Public Schools,N,339
Smithland Elementary Harrisonburg City Public Schools,Y,452
Snow Creek Elementary Franklin County Public Schools,N,97
Snow Creek Elementary Franklin County Public Schools,Y,109
Snowville Elementary Pulaski County Public Schools,N,127
Snowville Elementary Pulaski County Public Schools,Y,76
Sonnie Penn Elementary Prince William County Public Schools,N,463
Sonnie Penn Elementary Prince William County Public Schools,Y,227
Sontag Elementary Franklin County Public Schools,N,104
Sontag Elementary Franklin County Public Schools,Y,115
South Anna Elementary Hanover County Public Schools,N,373
South Anna Elementary Hanover County Public Schools,Y,102
South Boston Elementary Halifax County Public Schools,N,222
South Boston Elementary Halifax County Public Schools,Y,388
South Boston/Halifax Early Learning Center Halifax County Public Schools,N,44
South Boston/Halifax Early Learning Center Halifax County Public Schools,Y,57
South County High Fairfax County Public Schools,N,"1,726"
South County High Fairfax County Public Schools,Y,573
South County Middle Fairfax County Public Schools,N,757
South County Middle Fairfax County Public Schools,Y,217
South Elementary Prince George County Public Schools,N,282
South Elementary Prince George County Public Schools,Y,208
South Hill Elementary Mecklenburg County Public Schools,N,454
South Hill Elementary Mecklenburg County Public Schools,Y,295
South Lakes High Fairfax County Public Schools,N,"1,759"
South Lakes High Fairfax County Public Schools,Y,825
South River Elementary Rockingham County Public Schools,N,159
South River Elementary Rockingham County Public Schools,Y,141
South Salem Elementary Salem City Public Schools,N,224
South Salem Elementary Salem City Public Schools,Y,155
Southampton Elementary Richmond City Public Schools,N,188
Southampton Elementary Richmond City Public Schools,Y,247
Southampton High Southampton County Public Schools,N,471
Southampton High Southampton County Public Schools,Y,278
Southampton Middle Southampton County Public Schools,N,352
Southampton Middle Southampton County Public Schools,Y,294
Southeastern Elementary Chesapeake City Public Schools,N,700
Southeastern Elementary Chesapeake City Public Schools,Y,128
Southside Elementary Dinwiddie County Public Schools,N,102
Southside Elementary Dinwiddie County Public Schools,Y,353
Southside Elementary Pittsylvania County Public Schools,N,170
Southside Elementary Pittsylvania County Public Schools,Y,223
Southside STEM Academy at Campostella Norfolk City Public Schools,N,108
Southside STEM Academy at Campostella Norfolk City Public Schools,Y,765
Southwestern Elementary Chesapeake City Public Schools,N,216
Southwestern Elementary Chesapeake City Public Schools,Y,332
Southwestern Elementary Suffolk City Public Schools,N,362
Southwestern Elementary Suffolk City Public Schools,Y,186
Sparrow Road Intermediate Chesapeake City Public Schools,N,159
Sparrow Road Intermediate Chesapeake City Public Schools,Y,320
Speedwell Elementary Wythe County Public Schools,N,59
Speedwell Elementary Wythe County Public Schools,Y,85
Spiller Elementary Wythe County Public Schools,N,269
Spiller Elementary Wythe County Public Schools,Y,319
Spotswood Elementary Harrisonburg City Public Schools,N,180
Spotswood Elementary Harrisonburg City Public Schools,Y,302
Spotswood Elementary Spotsylvania County Public Schools,N,212
Spotswood Elementary Spotsylvania County Public Schools,Y,301
Spotswood High Rockingham County Public Schools,N,584
Spotswood High Rockingham County Public Schools,Y,368
Spotsylvania Elementary Spotsylvania County Public Schools,N,308
Spotsylvania Elementary Spotsylvania County Public Schools,Y,251
Spotsylvania High Spotsylvania County Public Schools,N,727
Spotsylvania High Spotsylvania County Public Schools,Y,580
Spotsylvania Middle Spotsylvania County Public Schools,N,611
Spotsylvania Middle Spotsylvania County Public Schools,Y,361
Spring Hill Elementary Fairfax County Public Schools,N,768
Spring Hill Elementary Fairfax County Public Schools,Y,67
Spring Run Elementary Chesterfield County Public Schools,N,710
Spring Run Elementary Chesterfield County Public Schools,Y,166
Springfield Elementary Page County Public Schools,N,116
Springfield Elementary Page County Public Schools,Y,103
Springfield Estates Elementary Fairfax County Public Schools,N,367
Springfield Estates Elementary Fairfax County Public Schools,Y,215
Springfield Park Elementary Henrico County Public Schools,N,404
Springfield Park Elementary Henrico County Public Schools,Y,196
Springwoods Elementary Prince William County Public Schools,N,515
Springwoods Elementary Prince William County Public Schools,Y,349
St. Charles Elementary Lee County Public Schools,N,26
St. Charles Elementary Lee County Public Schools,Y,98
St. Clare Walker Middle Middlesex County Public Schools,N,116
St. Clare Walker Middle Middlesex County Public Schools,Y,158
St. Helena Elementary Norfolk City Public Schools,N,37
St. Helena Elementary Norfolk City Public Schools,Y,192
St. Paul Carroll County Public Schools,N,102
St. Paul Carroll County Public Schools,Y,216
St. Paul Elementary Wise County Public Schools,N,277
St. Paul Elementary Wise County Public Schools,Y,152
Stafford Elementary Stafford County Public Schools,N,507
Stafford Elementary Stafford County Public Schools,Y,197
Stafford Middle Stafford County Public Schools,N,590
Stafford Middle Stafford County Public Schools,Y,317
Stafford Senior High Stafford County Public Schools,N,"1,482"
Stafford Senior High Stafford County Public Schools,Y,580
Stanley Elementary Page County Public Schools,N,168
Stanley Elementary Page County Public Schools,Y,202
Stanleytown Elementary Henry County Public Schools,N,89
Stanleytown Elementary Henry County Public Schools,Y,169
Staunton City School PreSchool Programs Staunton City Public Schools,N,113
Staunton City School PreSchool Programs Staunton City Public Schools,Y,
Staunton High Staunton City Public Schools,N,492
Staunton High Staunton City Public Schools,Y,348
Staunton River High Bedford County Public Schools,N,475
Staunton River High Bedford County Public Schools,Y,444
Staunton River Middle Bedford County Public Schools,N,276
Staunton River Middle Bedford County Public Schools,Y,321
Stenwood Elementary Fairfax County Public Schools,N,469
Stenwood Elementary Fairfax County Public Schools,Y,58
Sterling Elementary Loudoun County Public Schools,N,162
Sterling Elementary Loudoun County Public Schools,Y,273
Sterling Middle Loudoun County Public Schools,N,224
Sterling Middle Loudoun County Public Schools,Y,859
Steuart W. Weller Elementary Loudoun County Public Schools,N,462
Steuart W. Weller Elementary Loudoun County Public Schools,Y,184
Stewartsville Elementary Bedford County Public Schools,N,114
Stewartsville Elementary Bedford County Public Schools,Y,226
Stone Bridge High Loudoun County Public Schools,N,"1,483"
Stone Bridge High Loudoun County Public Schools,Y,257
Stone Hill Middle Loudoun County Public Schools,N,989
Stone Hill Middle Loudoun County Public Schools,Y,149
Stone Middle Fairfax County Public Schools,N,442
Stone Middle Fairfax County Public Schools,Y,258
Stone Robinson Elementary Albemarle County Public Schools,N,354
Stone Robinson Elementary Albemarle County Public Schools,Y,116
Stone Spring Elementary Harrisonburg City Public Schools,N,217
Stone Spring Elementary Harrisonburg City Public Schools,Y,297
Stonehouse Elementary Williamsburg-James City County Public Schools,N,568
Stonehouse Elementary Williamsburg-James City County Public Schools,Y,190
Stonewall Elementary Frederick County Public Schools,N,150
Stonewall Elementary Frederick County Public Schools,Y,218
Stonewall Jackson Elementary Bristol City Public Schools,N,98
Stonewall Jackson Elementary Bristol City Public Schools,Y,142
Stoney Run Elementary Newport News City Public Schools,N,152
Stoney Run Elementary Newport News City Public Schools,Y,320
Stony Mill Elementary Pittsylvania County Public Schools,N,193
Stony Mill Elementary Pittsylvania County Public Schools,Y,220
Stony Point Elementary Albemarle County Public Schools,N,133
Stony Point Elementary Albemarle County Public Schools,Y,55
Strasburg High Shenandoah County Public Schools,N,364
Strasburg High Shenandoah County Public Schools,Y,208
Stratford Landing Elementary Fairfax County Public Schools,N,564
Stratford Landing Elementary Fairfax County Public Schools,Y,170
Strawbridge Elementary Virginia Beach City Public Schools,N,466
Strawbridge Elementary Virginia Beach City Public Schools,Y,126
Stuart Elementary Patrick County Public Schools,N,173
Stuart Elementary Patrick County Public Schools,Y,204
Stuart M. Beville Middle Prince William County Public Schools,N,363
Stuart M. Beville Middle Prince William County Public Schools,Y,736
Stuarts Draft Elementary Augusta County Public Schools,N,297
Stuarts Draft Elementary Augusta County Public Schools,Y,261
Stuarts Draft High Augusta County Public Schools,N,447
Stuarts Draft High Augusta County Public Schools,Y,264
Stuarts Draft Middle Augusta County Public Schools,N,262
Stuarts Draft Middle Augusta County Public Schools,Y,202
Suburban Park Elementary Norfolk City Public Schools,N,149
Suburban Park Elementary Norfolk City Public Schools,Y,296
Sudley Elementary Prince William County Public Schools,N,217
Sudley Elementary Prince William County Public Schools,Y,427
Suella G. Ellis Elementary Prince William County Public Schools,N,136
Suella G. Ellis Elementary Prince William County Public Schools,Y,321
Sugar Grove Elementary Smyth County Public Schools,N,41
Sugar Grove Elementary Smyth County Public Schools,Y,61
Sugarland Elementary Loudoun County Public Schools,N,105
Sugarland Elementary Loudoun County Public Schools,Y,376
Sully Elementary Loudoun County Public Schools,N,78
Sully Elementary Loudoun County Public Schools,Y,393
Summer Hill Preschool Center Richmond City Public Schools,N,77
Summer Hill Preschool Center Richmond City Public Schools,Y,47
Sunnyside Elementary Dinwiddie County Public Schools,N,55
Sunnyside Elementary Dinwiddie County Public Schools,Y,208
Sunrise Valley Elementary Fairfax County Public Schools,N,475
Sunrise Valley Elementary Fairfax County Public Schools,Y,64
Surry County High Surry County Public Schools,N,128
Surry County High Surry County Public Schools,Y,100
Surry Elementary Surry County Public Schools,N,83
Surry Elementary Surry County Public Schools,Y,157
Sussex Central Elementary Sussex County Public Schools,N,244
Sussex Central Elementary Sussex County Public Schools,Y,195
Sussex Central High Sussex County Public Schools,N,143
Sussex Central High Sussex County Public Schools,Y,169
Sussex Central Middle Sussex County Public Schools,N,84
Sussex Central Middle Sussex County Public Schools,Y,140
Sutherland Elementary Dinwiddie County Public Schools,N,110
Sutherland Elementary Dinwiddie County Public Schools,Y,429
Swans Creek Elementary Prince William County Public Schools,N,252
Swans Creek Elementary Prince William County Public Schools,Y,360
Swansboro Elementary Richmond City Public Schools,N,51
Swansboro Elementary Richmond City Public Schools,Y,110
Swanson Middle Arlington County Public Schools,N,730
Swanson Middle Arlington County Public Schools,Y,232
Swift Creek Elementary Chesterfield County Public Schools,N,494
Swift Creek Elementary Chesterfield County Public Schools,Y,127
Swift Creek Middle Chesterfield County Public Schools,N,881
Swift Creek Middle Chesterfield County Public Schools,Y,227
Swords Creek Elementary Russell County Public Schools,N,29
Swords Creek Elementary Russell County Public Schools,Y,78
Sycamore Park Elementary Culpeper County Public Schools,N,226
Sycamore Park Elementary Culpeper County Public Schools,Y,470
Sycolin Creek Elementary Loudoun County Public Schools,N,504
Sycolin Creek Elementary Loudoun County Public Schools,Y,34
Sydnor Jennings Elementary Halifax County Public Schools,N,66
Sydnor Jennings Elementary Halifax County Public Schools,Y,119
T. Benton Gayle Middle Stafford County Public Schools,N,661
T. Benton Gayle Middle Stafford County Public Schools,Y,287
T. Clay Wood Elementary Prince William County Public Schools,N,710
T. Clay Wood Elementary Prince William County Public Schools,Y,117
T. Ryland Sanford Elementary Newport News City Public Schools,N,216
T. Ryland Sanford Elementary Newport News City Public Schools,Y,290
T.C. Miller Elementary for Innovation Lynchburg City Public Schools,N,89
T.C. Miller Elementary for Innovation Lynchburg City Public Schools,Y,112
Tabb Elementary York County Public Schools,N,601
Tabb Elementary York County Public Schools,Y,93
Tabb High York County Public Schools,N,882
Tabb High York County Public Schools,Y,201
Tabb Middle York County Public Schools,N,683
Tabb Middle York County Public Schools,Y,207
Tallwood Elementary Virginia Beach City Public Schools,N,295
Tallwood Elementary Virginia Beach City Public Schools,Y,269
Tallwood High Virginia Beach City Public Schools,N,986
Tallwood High Virginia Beach City Public Schools,Y,850
Tangier Combined Accomack County Public Schools,N,30
Tangier Combined Accomack County Public Schools,Y,12
Tanners Creek Elementary Norfolk City Public Schools,N,149
Tanners Creek Elementary Norfolk City Public Schools,Y,401
Tappahannock Elementary Essex County Public Schools,N,387
Tappahannock Elementary Essex County Public Schools,Y,133
Tarrallton Elementary Norfolk City Public Schools,N,256
Tarrallton Elementary Norfolk City Public Schools,Y,68
Taylor Elementary Arlington County Public Schools,N,472
Taylor Elementary Arlington County Public Schools,Y,41
Tazewell High Tazewell County Public Schools,N,208
Tazewell High Tazewell County Public Schools,Y,306
Tazewell Intermediate Tazewell County Public Schools,N,121
Tazewell Intermediate Tazewell County Public Schools,Y,234
Tazewell Middle Tazewell County Public Schools,N,129
Tazewell Middle Tazewell County Public Schools,Y,237
Tazewell Primary Tazewell County Public Schools,N,147
Tazewell Primary Tazewell County Public Schools,Y,264
Temperance Elementary Amherst County Public Schools,N,54
Temperance Elementary Amherst County Public Schools,Y,41
Terra Centre Elementary Fairfax County Public Schools,N,541
Terra Centre Elementary Fairfax County Public Schools,Y,71
Terraset Elementary Fairfax County Public Schools,N,408
Terraset Elementary Fairfax County Public Schools,Y,185
Thalia Elementary Virginia Beach City Public Schools,N,250
Thalia Elementary Virginia Beach City Public Schools,Y,294
The Nokesville School Prince William County Public Schools,N,898
The Nokesville School Prince William County Public Schools,Y,234
The Northside Preschool Danville City Public Schools,N,133
The Northside Preschool Danville City Public Schools,Y,
Thelma Crenshaw Elementary Chesterfield County Public Schools,N,369
Thelma Crenshaw Elementary Chesterfield County Public Schools,Y,304
Thomas C. Boushall Middle Richmond City Public Schools,N,141
Thomas C. Boushall Middle Richmond City Public Schools,Y,314
Thomas C. McSwain Elementary Staunton City Public Schools,N,320
Thomas C. McSwain Elementary Staunton City Public Schools,Y,105
Thomas Dale High Chesterfield County Public Schools,N,"1,724"
Thomas Dale High Chesterfield County Public Schools,Y,849
Thomas Eaton Middle Hampton City Public Schools,N,317
Thomas Eaton Middle Hampton City Public Schools,Y,234
Thomas Harrison Middle Harrisonburg City Public Schools,N,260
Thomas Harrison Middle Harrisonburg City Public Schools,Y,436
Thomas Hunter Middle Mathews County Public Schools,N,140
Thomas Hunter Middle Mathews County Public Schools,Y,151
Thomas Jefferson Elementary Bedford County Public Schools,N,402
Thomas Jefferson Elementary Bedford County Public Schools,Y,128
Thomas Jefferson Elementary Louisa County Public Schools,N,269
Thomas Jefferson Elementary Louisa County Public Schools,Y,378
Thomas Jefferson High for Science and Technology Fairfax County Public Schools,N,"1,759"
Thomas Jefferson High for Science and Technology Fairfax County Public Schools,Y,145
Thomas Jefferson High Richmond City Public Schools,N,434
Thomas Jefferson High Richmond City Public Schools,Y,474
Thomas Walker High Lee County Public Schools,N,118
Thomas Walker High Lee County Public Schools,Y,171
Thoreau Middle Fairfax County Public Schools,N,968
Thoreau Middle Fairfax County Public Schools,Y,202
Thornburg Middle Spotsylvania County Public Schools,N,381
Thornburg Middle Spotsylvania County Public Schools,Y,291
Thoroughgood Elementary Virginia Beach City Public Schools,N,588
Thoroughgood Elementary Virginia Beach City Public Schools,Y,139
Three Chopt Elementary Henrico County Public Schools,N,155
Three Chopt Elementary Henrico County Public Schools,Y,130
Three Oaks Elementary Virginia Beach City Public Schools,N,533
Three Oaks Elementary Virginia Beach City Public Schools,Y,123
Thurgood Marshall Elementary Chesapeake City Public Schools,N,89
Thurgood Marshall Elementary Chesapeake City Public Schools,Y,341
Thurgood Marshall Elementary Prince William County Public Schools,N,526
Thurgood Marshall Elementary Prince William County Public Schools,Y,120
Tidewater Park Elementary Norfolk City Public Schools,N,10
Tidewater Park Elementary Norfolk City Public Schools,Y,180
Timber Lane Elementary Fairfax County Public Schools,N,269
Timber Lane Elementary Fairfax County Public Schools,Y,335
Toano Middle Williamsburg-James City County Public Schools,N,403
Toano Middle Williamsburg-James City County Public Schools,Y,213
Tomahawk Creek Middle Chesterfield County Public Schools,N,"1,438"
Tomahawk Creek Middle Chesterfield County Public Schools,Y,190
Tomahawk Elementary Campbell County Public Schools,N,394
Tomahawk Elementary Campbell County Public Schools,Y,298
Totaro Elementary Brunswick County Public Schools,N,123
Totaro Elementary Brunswick County Public Schools,Y,172
Trailside Middle Loudoun County Public Schools,N,955
Trailside Middle Loudoun County Public Schools,Y,183
Trantwood Elementary Virginia Beach City Public Schools,N,378
Trantwood Elementary Virginia Beach City Public Schools,Y,133
Trevilians Elementary Louisa County Public Schools,N,219
Trevilians Elementary Louisa County Public Schools,Y,282
Triangle Elementary Prince William County Public Schools,N,249
Triangle Elementary Prince William County Public Schools,Y,483
Troutville Elementary Botetourt County Public Schools,N,204
Troutville Elementary Botetourt County Public Schools,Y,55
Truitt Intermediate Chesapeake City Public Schools,N,54
Truitt Intermediate Chesapeake City Public Schools,Y,209
Tuckahoe Elementary Arlington County Public Schools,N,422
Tuckahoe Elementary Arlington County Public Schools,Y,
Tuckahoe Elementary Henrico County Public Schools,N,556
Tuckahoe Elementary Henrico County Public Schools,Y,50
Tuckahoe Middle Henrico County Public Schools,N,648
Tuckahoe Middle Henrico County Public Schools,Y,423
Tunstall High Pittsylvania County Public Schools,N,489
Tunstall High Pittsylvania County Public Schools,Y,346
Tunstall Middle Pittsylvania County Public Schools,N,296
Tunstall Middle Pittsylvania County Public Schools,Y,277
Turner Ashby High Rockingham County Public Schools,N,637
Turner Ashby High Rockingham County Public Schools,Y,379
Tuscarora High Loudoun County Public Schools,N,918
Tuscarora High Loudoun County Public Schools,Y,483
Tussing Elementary Colonial Heights City Public Schools,N,295
Tussing Elementary Colonial Heights City Public Schools,Y,293
Twain Middle Fairfax County Public Schools,N,638
Twain Middle Fairfax County Public Schools,Y,374
Twin Hickory Elementary Henrico County Public Schools,N,496
Twin Hickory Elementary Henrico County Public Schools,Y,53
Twin Springs Elementary Pittsylvania County Public Schools,N,338
Twin Springs Elementary Pittsylvania County Public Schools,Y,304
Twin Springs High Scott County Public Schools,Y,245
Twin Valley Elementary/Middle Buchanan County Public Schools,N,101
Twin Valley Elementary/Middle Buchanan County Public Schools,Y,177
Twin Valley High Buchanan County Public Schools,N,73
Twin Valley High Buchanan County Public Schools,Y,125
Tye River Elementary Nelson County Public Schools,N,134
Tye River Elementary Nelson County Public Schools,Y,214
Union Hall Elementary Pittsylvania County Public Schools,N,67
Union Hall Elementary Pittsylvania County Public Schools,Y,101
Union High Wise County Public Schools,N,264
Union High Wise County Public Schools,Y,312
Union Middle Wise County Public Schools,N,266
Union Middle Wise County Public Schools,Y,320
Union Mill Elementary Fairfax County Public Schools,N,754
Union Mill Elementary Fairfax County Public Schools,Y,113
Union Primary Wise County Public Schools,N,534
Union Primary Wise County Public Schools,Y,305
Unionville Elementary Orange County Public Schools,N,140
Unionville Elementary Orange County Public Schools,Y,89
Unity Braxton Middle Prince William County Public Schools,N,287
Unity Braxton Middle Prince William County Public Schools,Y,814
Unity Reed High Prince William County Public Schools,N,764
Unity Reed High Prince William County Public Schools,Y,"1,689"
Valley Elementary Bath County Public Schools,N,62
Valley Elementary Bath County Public Schools,Y,111
Valley Institute Elementary Washington County Public Schools,N,116
Valley Institute Elementary Washington County Public Schools,Y,159
Varina Elementary Henrico County Public Schools,N,110
Varina Elementary Henrico County Public Schools,Y,129
Varina High Henrico County Public Schools,N,473
Varina High Henrico County Public Schools,Y,"1,058"
Venable Elementary Charlottesville City Public Schools,N,208
Venable Elementary Charlottesville City Public Schools,Y,75
Vernon Johns Middle Petersburg City Public Schools,N,188
Vernon Johns Middle Petersburg City Public Schools,Y,729
Victoria Elementary Lunenburg County Public Schools,N,193
Victoria Elementary Lunenburg County Public Schools,Y,198
Victory Elementary Portsmouth City Public Schools,N,320
Victory Elementary Portsmouth City Public Schools,Y,239
Victory Elementary Prince William County Public Schools,N,463
Victory Elementary Prince William County Public Schools,Y,188
Vienna Elementary Fairfax County Public Schools,N,327
Vienna Elementary Fairfax County Public Schools,Y,26
Virginia Avenue Charlotte Dehart Elementary Winchester City Public Schools,N,124
Virginia Avenue Charlotte Dehart Elementary Winchester City Public Schools,Y,273
Virginia Beach Middle Virginia Beach City Public Schools,N,323
Virginia Beach Middle Virginia Beach City Public Schools,Y,296
Virginia Heights Elementary Roanoke City Public Schools,N,130
Virginia Heights Elementary Roanoke City Public Schools,Y,160
Virginia High Bristol City Public Schools,N,237
Virginia High Bristol City Public Schools,Y,402
