Disabled,Total Count,Sch_Div
N,"1,703",Western Branch High Chesapeake City Public Schools
Y,431,Western Branch High Chesapeake City Public Schools
N,612,Western Branch Intermediate Chesapeake City Public Schools
Y,129,Western Branch Intermediate Chesapeake City Public Schools
N,736,Western Branch Middle Chesapeake City Public Schools
Y,174,Western Branch Middle Chesapeake City Public Schools
N,621,Western Branch Primary Chesapeake City Public Schools
Y,128,Western Branch Primary Chesapeake City Public Schools
N,611,A.M. Davis Elementary Chesterfield County Public Schools
Y,101,A.M. Davis Elementary Chesterfield County Public Schools
N,532,Alberta Smith Elementary Chesterfield County Public Schools
Y,95,Alberta Smith Elementary Chesterfield County Public Schools
N,"1,321",Bailey Bridge Middle Chesterfield County Public Schools
Y,248,Bailey Bridge Middle Chesterfield County Public Schools
N,426,Bellwood Elementary Chesterfield County Public Schools
Y,63,Bellwood Elementary Chesterfield County Public Schools
N,536,Bensley Elementary Chesterfield County Public Schools
Y,77,Bensley Elementary Chesterfield County Public Schools
N,523,Bettie Weaver Elementary Chesterfield County Public Schools
Y,59,Bettie Weaver Elementary Chesterfield County Public Schools
N,874,Beulah Elementary Chesterfield County Public Schools
Y,93,Beulah Elementary Chesterfield County Public Schools
N,486,Bon Air Elementary Chesterfield County Public Schools
Y,105,Bon Air Elementary Chesterfield County Public Schools
N,557,C.C. Wells Elementary Chesterfield County Public Schools
Y,85,C.C. Wells Elementary Chesterfield County Public Schools
N,598,C.E. Curtis Elementary Chesterfield County Public Schools
Y,76,C.E. Curtis Elementary Chesterfield County Public Schools
N,148,Carver College and Career Academy Chesterfield County Public Schools
Y,62,Carver College and Career Academy Chesterfield County Public Schools
N,876,Carver Middle Chesterfield County Public Schools
Y,201,Carver Middle Chesterfield County Public Schools
N,279,Chester Early Childhood Learning Academy Chesterfield County Public Schools
Y,66,Chester Early Childhood Learning Academy Chesterfield County Public Schools
N,677,Clover Hill Elementary Chesterfield County Public Schools
Y,107,Clover Hill Elementary Chesterfield County Public Schools
N,"1,579",Clover Hill High Chesterfield County Public Schools
Y,217,Clover Hill High Chesterfield County Public Schools
N,"2,117",Cosby High Chesterfield County Public Schools
Y,214,Cosby High Chesterfield County Public Schools
N,521,Crestwood Elementary Chesterfield County Public Schools
Y,67,Crestwood Elementary Chesterfield County Public Schools
N,663,Ecoff Elementary Chesterfield County Public Schools
Y,77,Ecoff Elementary Chesterfield County Public Schools
N,"1,098",Elizabeth Davis Middle Chesterfield County Public Schools
Y,180,Elizabeth Davis Middle Chesterfield County Public Schools
N,714,Elizabeth Scott Elementary Chesterfield County Public Schools
Y,72,Elizabeth Scott Elementary Chesterfield County Public Schools
N,664,Enon Elementary Chesterfield County Public Schools
Y,87,Enon Elementary Chesterfield County Public Schools
N,427,Ettrick Elementary Chesterfield County Public Schools
Y,63,Ettrick Elementary Chesterfield County Public Schools
N,717,Evergreen Elementary Chesterfield County Public Schools
Y,147,Evergreen Elementary Chesterfield County Public Schools
N,717,Falling Creek Elementary Chesterfield County Public Schools
Y,76,Falling Creek Elementary Chesterfield County Public Schools
N,"1,277",Falling Creek Middle Chesterfield County Public Schools
Y,192,Falling Creek Middle Chesterfield County Public Schools
N,781,Grange Hall Elementary Chesterfield County Public Schools
Y,105,Grange Hall Elementary Chesterfield County Public Schools
N,433,Greenfield Elementary Chesterfield County Public Schools
Y,59,Greenfield Elementary Chesterfield County Public Schools
N,382,Harrowgate Elementary Chesterfield County Public Schools
Y,75,Harrowgate Elementary Chesterfield County Public Schools
N,673,Hopkins Road Elementary Chesterfield County Public Schools
Y,70,Hopkins Road Elementary Chesterfield County Public Schools
N,721,J.A. Chalkley Elementary Chesterfield County Public Schools
Y,93,J.A. Chalkley Elementary Chesterfield County Public Schools
N,719,J.B. Watkins Elementary Chesterfield County Public Schools
Y,72,J.B. Watkins Elementary Chesterfield County Public Schools
N,699,J.G. Hening Elementary Chesterfield County Public Schools
Y,118,J.G. Hening Elementary Chesterfield County Public Schools
N,579,Jacobs Road Elementary Chesterfield County Public Schools
Y,116,Jacobs Road Elementary Chesterfield County Public Schools
N,"1,699",James River High Chesterfield County Public Schools
Y,221,James River High Chesterfield County Public Schools
N,"1,549",Lloyd C. Bird High Chesterfield County Public Schools
Y,271,Lloyd C. Bird High Chesterfield County Public Schools
N,"1,860",Manchester High Chesterfield County Public Schools
Y,354,Manchester High Chesterfield County Public Schools
N,981,Manchester Middle Chesterfield County Public Schools
Y,145,Manchester Middle Chesterfield County Public Schools
N,567,Marguerite F. Christian Elementary Chesterfield County Public Schools
Y,85,Marguerite F. Christian Elementary Chesterfield County Public Schools
N,505,Matoaca Elementary Chesterfield County Public Schools
Y,70,Matoaca Elementary Chesterfield County Public Schools
N,"1,427",Matoaca High Chesterfield County Public Schools
Y,225,Matoaca High Chesterfield County Public Schools
N,795,Matoaca Middle Chesterfield County Public Schools
Y,124,Matoaca Middle Chesterfield County Public Schools
N,"1,865",Meadowbrook High Chesterfield County Public Schools
Y,227,Meadowbrook High Chesterfield County Public Schools
N,"1,755",Midlothian High Chesterfield County Public Schools
Y,239,Midlothian High Chesterfield County Public Schools
N,"1,210",Midlothian Middle Chesterfield County Public Schools
Y,143,Midlothian Middle Chesterfield County Public Schools
N,"1,427",Monacan High Chesterfield County Public Schools
Y,185,Monacan High Chesterfield County Public Schools
N,447,O.B. Gates Elementary Chesterfield County Public Schools
Y,108,O.B. Gates Elementary Chesterfield County Public Schools
N,795,Old Hundred Elementary Chesterfield County Public Schools
Y,111,Old Hundred Elementary Chesterfield County Public Schools
N,521,Providence Elementary Chesterfield County Public Schools
Y,105,Providence Elementary Chesterfield County Public Schools
N,900,Providence Middle Chesterfield County Public Schools
Y,148,Providence Middle Chesterfield County Public Schools
N,483,Reams Road Elementary Chesterfield County Public Schools
Y,77,Reams Road Elementary Chesterfield County Public Schools
N,577,Robious Elementary Chesterfield County Public Schools
Y,86,Robious Elementary Chesterfield County Public Schools
N,988,Robious Middle Chesterfield County Public Schools
Y,165,Robious Middle Chesterfield County Public Schools
N,462,Salem Church Elementary Chesterfield County Public Schools
Y,56,Salem Church Elementary Chesterfield County Public Schools
N,752,Salem Church Middle Chesterfield County Public Schools
Y,139,Salem Church Middle Chesterfield County Public Schools
N,749,Spring Run Elementary Chesterfield County Public Schools
Y,127,Spring Run Elementary Chesterfield County Public Schools
N,528,Swift Creek Elementary Chesterfield County Public Schools
Y,93,Swift Creek Elementary Chesterfield County Public Schools
N,971,Swift Creek Middle Chesterfield County Public Schools
Y,137,Swift Creek Middle Chesterfield County Public Schools
N,577,Thelma Crenshaw Elementary Chesterfield County Public Schools
Y,96,Thelma Crenshaw Elementary Chesterfield County Public Schools
N,"2,218",Thomas Dale High Chesterfield County Public Schools
Y,355,Thomas Dale High Chesterfield County Public Schools
N,"1,438",Tomahawk Creek Middle Chesterfield County Public Schools
Y,190,Tomahawk Creek Middle Chesterfield County Public Schools
N,523,W.W. Gordon Elementary Chesterfield County Public Schools
Y,58,W.W. Gordon Elementary Chesterfield County Public Schools
N,"1,171",Winterpock Elementary Chesterfield County Public Schools
Y,138,Winterpock Elementary Chesterfield County Public Schools
N,712,Woolridge Elementary Chesterfield County Public Schools
Y,107,Woolridge Elementary Chesterfield County Public Schools
N,269,Boyce Elementary Clarke County Public Schools
Y,38,Boyce Elementary Clarke County Public Schools
N,609,Clarke County High Clarke County Public Schools
Y,71,Clarke County High Clarke County Public Schools
N,390,D.G. Cooley Elementary Clarke County Public Schools
Y,41,D.G. Cooley Elementary Clarke County Public Schools
N,368,Johnson-Williams Middle Clarke County Public Schools
Y,49,Johnson-Williams Middle Clarke County Public Schools
N,330,Colonial Beach Elementary Colonial Beach Public Schools
Y,60,Colonial Beach Elementary Colonial Beach Public Schools
N,206,Colonial Beach High Colonial Beach Public Schools
Y,29,Colonial Beach High Colonial Beach Public Schools
N,694,Colonial Heights High Colonial Heights City Public Schools
Y,140,Colonial Heights High Colonial Heights City Public Schools
N,524,Colonial Heights Middle Colonial Heights City Public Schools
Y,130,Colonial Heights Middle Colonial Heights City Public Schools
N,340,Lakeview Elementary Colonial Heights City Public Schools
Y,51,Lakeview Elementary Colonial Heights City Public Schools
N,283,North Elementary Colonial Heights City Public Schools
Y,36,North Elementary Colonial Heights City Public Schools
N,489,Tussing Elementary Colonial Heights City Public Schools
Y,99,Tussing Elementary Colonial Heights City Public Schools
N,276,Covington High Covington City Public Schools
Y,73,Covington High Covington City Public Schools
N,256,Edgemont Primary Covington City Public Schools
Y,59,Edgemont Primary Covington City Public Schools
N,242,Jeter-Watson Intermediate Covington City Public Schools
Y,60,Jeter-Watson Intermediate Covington City Public Schools
N,230,Craig County High Craig County Public Schools
Y,70,Craig County High Craig County Public Schools
N,145,McCleary Elementary Craig County Public Schools
Y,68,McCleary Elementary Craig County Public Schools
N,450,A.G. Richardson Elementary Culpeper County Public Schools
Y,92,A.G. Richardson Elementary Culpeper County Public Schools
N,"1,074",Culpeper County High Culpeper County Public Schools
Y,128,Culpeper County High Culpeper County Public Schools
N,993,Culpeper Middle Culpeper County Public Schools
Y,107,Culpeper Middle Culpeper County Public Schools
N,"1,437",Eastern View High Culpeper County Public Schools
Y,122,Eastern View High Culpeper County Public Schools
N,618,Emerald Hill Elementary Culpeper County Public Schools
Y,69,Emerald Hill Elementary Culpeper County Public Schools
N,444,Farmington Elementary Culpeper County Public Schools
Y,47,Farmington Elementary Culpeper County Public Schools
N,760,Floyd T. Binns Middle Culpeper County Public Schools
Y,76,Floyd T. Binns Middle Culpeper County Public Schools
Y,,Galbreath-Marshall Building Culpeper County Public Schools
N,518,Pearl Sample Elementary Culpeper County Public Schools
Y,81,Pearl Sample Elementary Culpeper County Public Schools
N,624,Sycamore Park Elementary Culpeper County Public Schools
Y,72,Sycamore Park Elementary Culpeper County Public Schools
N,564,Yowell Elementary Culpeper County Public Schools
Y,87,Yowell Elementary Culpeper County Public Schools
N,444,Cumberland Elementary Cumberland County Public Schools
Y,48,Cumberland Elementary Cumberland County Public Schools
N,325,Cumberland High Cumberland County Public Schools
Y,46,Cumberland High Cumberland County Public Schools
N,309,Cumberland Middle Cumberland County Public Schools
Y,36,Cumberland Middle Cumberland County Public Schools
N,449,Edwin A. Gibson Elementary Danville City Public Schools
Y,85,Edwin A. Gibson Elementary Danville City Public Schools
N,204,Forest Hills Elementary Danville City Public Schools
Y,21,Forest Hills Elementary Danville City Public Schools
N,469,G.L.H. Johnson Elementary Danville City Public Schools
Y,47,G.L.H. Johnson Elementary Danville City Public Schools
N,232,Galileo Magnet High Danville City Public Schools
Y,19,Galileo Magnet High Danville City Public Schools
